Spoken_Volume_ID,Track_ID,Loudness,Instrumentalness,Speechiness,Acousticness
1026,1026,-8.072,0.000344,0.0358,0.519
1027,1027,-9.382,0.0379,0.0361,0.355
1028,1028,-9.484,0.000494,0.027,0.00574
1029,1029,-10.39,4.95E-06,0.0318,0.343
1030,1030,-11.568,0.00266,0.0421,0.599
1031,1031,-7.246,6.94E-05,0.069,0.0966
1032,1032,-10.385,0.0789,0.0285,0.0603
1033,1033,-12.749,0.000222,0.0311,0.946
1034,1034,-12.336,0.00281,0.0282,0.494
1035,1035,-12.855,0.0421,0.0265,0.536
1036,1036,-11.684,1.28E-05,0.026,0.721
1037,1037,-9.811,0.0013,0.0267,0.378
1038,1038,-5.877,0.105,0.052,2.23E-05
1039,1039,-4.172,0.000137,0.0508,0.000643
1040,1040,-7.036,0.00124,0.041,0.00014
1041,1041,-5.721,0.765,0.0518,1.88E-05
1042,1042,-3.291,0.00654,0.0636,0.00043
1043,1043,-4.804,0.108,0.152,0.000856
1044,1044,-4.998,0.828,0.0448,7.81E-06
1045,1045,-4.439,0.0715,0.0361,2.42E-05
1046,1046,-3.685,0,0.0836,0.0107
1047,1047,-6.821,0.0202,0.196,0.00406
1048,1048,-6.156,0.000855,0.0385,0.0102
1049,1049,-3.871,0.0049,0.0719,0.00076
1050,1050,-3.713,0.285,0.0351,0.0709
1051,1051,-3.249,0.0777,0.0452,8.74E-05
1052,1052,-4.557,0.0226,0.0391,0.0946
1053,1053,-4.583,0.00332,0.0268,0.0285
1054,1054,-8.169,0.0082,0.0268,0.439
1055,1055,-3.993,2.36E-05,0.0361,0.0964
1056,1056,-6.208,0.273,0.0343,0.00596
1057,1057,-5.283,0.000236,0.0994,0.22
1058,1058,-6.827,0,0.267,0.327
1059,1059,-7.736,0,0.334,0.0973
1060,1060,-6.7,0.00332,0.246,0.0996
1061,1061,-6.371,0,0.321,0.0987
1062,1062,-8.045,1.46E-05,0.335,0.266
1063,1063,-8.333,3.12E-06,0.336,0.359
1064,1064,-5.652,0,0.268,0.664
1065,1065,-9.441,1.52E-05,0.35,0.328
1066,1066,-6.518,0,0.309,0.0243
1067,1067,-6.432,0,0.468,0.715
1068,1068,-5.767,0,0.0633,0.00486
1069,1069,-12.437,0.000116,0.0342,0.000972
1070,1070,-3.845,2.16E-05,0.0524,0.0271
1071,1071,-11.121,0.764,0.116,0.0748
1072,1072,-6.246,0.701,0.0316,0.109
1073,1073,-7.689,0.898,0.0279,0.339
1074,1074,-11.271,0.605,0.0648,0.34
1075,1075,-10.679,0.707,0.0328,0.185
1076,1076,-12.975,1.21E-06,0.0752,0.459
1077,1077,-6.48,0.109,0.0312,0.00371
1078,1078,-9.529,2.00E-05,0.0536,0.308
1079,1079,-8.314,0.000223,0.045,0.255
1080,1080,-8.053,8.66E-06,0.0996,0.607
1081,1081,-7.229,2.55E-05,0.0265,0.22
1082,1082,-9.02,0.109,0.0737,0.0713
1083,1083,-6.553,1.52E-05,0.038,0.61
1084,1084,-19.197,0.0967,0.0433,0.896
1085,1085,-11.989,0.00104,0.0471,0.832
1086,1086,-10.98,0.0197,0.04,0.662
1087,1087,-7.911,1.34E-05,0.0331,0.828
1088,1088,-5.946,0,0.269,0.143
1089,1089,-2.261,0.000532,0.0664,0.103
1090,1090,-7.905,0,0.332,0.0281
1091,1091,-5.653,1.85E-05,0.0545,0.0482
1092,1092,-2.832,8.01E-06,0.269,0.0296
1093,1093,-4.932,0.000113,0.0464,0.126
1094,1094,-7.198,0,0.283,0.105
1095,1095,-5.324,4.11E-05,0.0978,0.0555
1096,1096,-5.833,0,0.235,0.107
1097,1097,-6.304,0,0.246,0.0398
1098,1098,-5.328,0.000106,0.136,0.33
1099,1099,-10.523,0.0537,0.0357,0.0977
1100,1100,-6.668,8.60E-06,0.251,0.031
1101,1101,-5.511,0,0.395,0.0383
1102,1102,-5.423,0,0.458,0.326
1103,1103,-2.134,0.000427,0.0792,0.0543
1104,1104,-6.176,0,0.339,0.155
1105,1105,-4.489,0,0.164,0.000931
1106,1106,-5.431,2.10E-05,0.097,0.00712
1107,1107,-4.593,0,0.0308,0.0261
1108,1108,-13.945,4.10E-06,0.0316,0.551
1109,1109,-6.901,0,0.0277,0.198
1110,1110,-7.32,0.00269,0.0306,0.736
1111,1111,-6.549,5.16E-06,0.0301,0.0643
1112,1112,-5.082,0.000163,0.0369,0.105
1113,1113,-9.442,0.000351,0.0308,0.788
1114,1114,-9.632,1.91E-05,0.0274,0.235
1115,1115,-5.195,0.0934,0.0849,0.0529
1116,1116,-7.472,0.0134,0.0252,0.114
1117,1117,-22.507,0.0292,0.0448,0.994
1118,1118,-21.396,0.341,0.0335,0.99
1119,1119,-19.115,0.779,0.0333,0.946
1120,1120,-15.755,0.853,0.041,0.733
1121,1121,-25.362,0.838,0.0415,0.859
1122,1122,-18.535,0.317,0.0355,0.969
1123,1123,-17.101,0.691,0.036,0.897
1124,1124,-29.484,0.446,0.0367,0.957
1125,1125,-13.82,0.955,0.0368,0.753
1126,1126,-21.067,0.943,0.0385,0.754
1127,1127,-8.045,0.298,0.028,0.00487
1128,1128,-10.142,0.000155,0.0386,0.123
1129,1129,-3.366,0.0543,0.0283,0.043
1130,1130,-6.217,0.0138,0.0418,0.149
1131,1131,-5.594,0.0196,0.0515,0.589
1132,1132,-9.913,0.0111,0.0275,0.707
1133,1133,-4.267,0.0402,0.0391,0.00268
1134,1134,-6.022,0.855,0.0278,0.0823
1135,1135,-4.892,0.000886,0.0375,0.577
1136,1136,-10.02,0.057,0.0597,0.415
1137,1137,-2.692,0,0.207,0.0351
1138,1138,-4.682,0,0.223,0.0394
1139,1139,-7.682,9.43E-06,0.247,0.0474
1140,1140,-6.186,1.68E-06,0.14,0.274
1141,1141,-5.058,5.29E-06,0.352,0.00602
1142,1142,-5.819,0.0431,0.221,1.70E-05
1143,1143,-7.178,3.28E-05,0.374,0.00776
1144,1144,-4.964,2.80E-06,0.318,0.02
1145,1145,-6.405,0,0.232,0.0424
1146,1146,-3.914,0,0.182,0.103
1147,1147,-4.787,0,0.153,0.198
1148,1148,-7.818,0,0.0377,0.641
1149,1149,-5.517,0.00042,0.0513,0.238
1150,1150,-3.652,0,0.0389,0.0391
1151,1151,-4.346,0,0.178,0.226
1152,1152,-6.075,0,0.101,0.443
1153,1153,-4.529,4.89E-06,0.059,0.42
1154,1154,-6.758,0,0.0405,0.79
1155,1155,-3.922,0,0.046,0.0248
1156,1156,-4.078,0,0.0741,0.127
1157,1157,-5.83,0,0.027,0.257
1158,1158,-3.493,3.27E-06,0.0402,0.025
1159,1159,-5.534,0,0.0281,0.164
1160,1160,-4.353,0,0.0296,0.252
1161,1161,-5.088,0,0.0252,0.231
1162,1162,-2.994,1.74E-05,0.037,0.11
1163,1163,-4.952,2.79E-06,0.0338,0.0615
1164,1164,-5.968,0,0.0396,0.0799
1165,1165,-4.834,0,0.0331,0.231
1166,1166,-3.318,0,0.0772,0.117
1167,1167,-5.417,0,0.0406,0.398
1168,1168,-4.135,0,0.0397,0.378
1169,1169,-6.017,4.79E-05,0.0672,0.228
1170,1170,-8.195,0,0.0479,0.312
1171,1171,-9.097,0,0.0526,0.467
1172,1172,-7.63,4.40E-06,0.0617,0.263
1173,1173,-7.322,5.08E-05,0.0433,0.218
1174,1174,-4.717,0.000218,0.0314,0.223
1175,1175,-8.117,6.80E-06,0.0323,0.301
1176,1176,-5.347,0,0.0298,0.383
1177,1177,-3.061,0,0.0449,0.171
1178,1178,-3.48,0,0.072,0.0398
1179,1179,-5.025,0,0.0622,0.253
1180,1180,-5.128,1.49E-06,0.047,0.579
1181,1181,-4.713,0,0.0499,0.351
1182,1182,-4.126,1.48E-05,0.0282,0.0079
1183,1183,-3.857,0,0.0378,0.399
1184,1184,-3.109,0,0.0411,0.109
1185,1185,-2.876,6.62E-06,0.0573,0.00537
1186,1186,-6.102,0.193,0.0432,0.0333
1187,1187,-15.231,8.06E-05,0.0341,0.92
1188,1188,-10.522,1.58E-05,0.0491,0.742
1189,1189,-10.334,0,0.03,0.818
1190,1190,-7.543,0,0.0801,0.686
1191,1191,-11.143,0,0.0302,0.763
1192,1192,-11.745,7.76E-06,0.0326,0.635
1193,1193,-13.507,0.0152,0.031,0.92
1194,1194,-11.528,0,0.4,0.753
1195,1195,-15.755,3.52E-06,0.0301,0.91
1196,1196,-19.203,8.07E-06,0.0327,0.862
1197,1197,-3.912,0.00378,0.0531,0.00897
1198,1198,-5.217,2.77E-06,0.03,0.0391
1199,1199,-5.29,0.000132,0.0329,0.222
1200,1200,-7.975,0.0123,0.0659,0.00608
1201,1201,-4.254,0,0.0375,0.00437
1202,1202,-4.774,0.000164,0.0349,0.00861
1203,1203,-5.55,0.00174,0.0512,0.0995
1204,1204,-6.162,0,0.0501,0.045
1205,1205,-4.86,0.81,0.0616,0.00342
1206,1206,-3.878,0,0.0766,0.0366
1207,1207,-5.668,0,0.0755,0.0111
1208,1208,-5.442,0,0.277,0.00212
1209,1209,-4.939,0,0.323,0.0527
1210,1210,-6.417,0,0.221,0.0574
1211,1211,-4.623,0,0.0683,0.0313
1212,1212,-6.261,0,0.0708,0.0497
1213,1213,-6.934,1.95E-06,0.0348,0.0315
1214,1214,-9.383,0,0.0859,0.00811
1215,1215,-2.775,6.99E-06,0.0708,0.017
1216,1216,-5.109,0,0.345,0.0745
1217,1217,-6.33,1.78E-06,0.0794,0.0889
1218,1218,-3.845,0,0.0278,0.0664
1219,1219,-6.056,0,0.0255,0.138
1220,1220,-5.841,6.22E-06,0.0778,0.0701
1221,1221,-8.06,0,0.0285,0.3
1222,1222,-7.426,3.05E-05,0.0442,0.202
1223,1223,-2.013,7.78E-05,0.0912,0.0435
1224,1224,-7.997,8.48E-05,0.0359,0.0635
1225,1225,-6.203,0,0.0406,0.0879
1226,1226,-4.036,1.14E-05,0.0316,0.0184
1227,1227,-5.64,0,0.0366,0.0115
1228,1228,-8.444,1.37E-06,0.0479,0.362
1229,1229,-14.451,0.0299,0.0347,0.589
1230,1230,-6.042,7.75E-05,0.061,0.000373
1231,1231,-4.199,2.05E-05,0.0975,0.00501
1232,1232,-13.251,0.118,0.0302,0.294
1233,1233,-4.906,0,0.032,0.0457
1234,1234,-7.41,0.009,0.0273,0.0857
1235,1235,-11.248,2.75E-05,0.0304,0.179
1236,1236,-14.224,0.0418,0.0266,0.576
1237,1237,-12.472,2.48E-06,0.0293,0.189
1238,1238,-11.893,0,0.0423,0.271
1239,1239,-15.557,0.00406,0.0366,0.322
1240,1240,-9.247,5.70E-05,0.0519,0.0294
1241,1241,-6.943,0,0.051,0.297
1242,1242,-12.882,1.94E-06,0.0424,0.42
1243,1243,-13.817,0,0.0424,0.117
1244,1244,-10.547,6.08E-06,0.0309,0.138
1245,1245,-12.806,0.000101,0.0348,0.286
1246,1246,-9.222,0.0047,0.0825,0.201
1247,1247,-7.818,0,0.0377,0.641
1248,1248,-10.631,0,0.0357,0.823
1249,1249,-11.675,1.43E-05,0.031,0.747
1250,1250,-10.632,0,0.0315,0.566
1251,1251,-19.971,0,0.044,0.928
1252,1252,-12.589,4.83E-06,0.0372,0.545
1253,1253,-12.672,0,0.0401,0.629
1254,1254,-14.212,0,0.0364,0.807
1255,1255,-9.877,0,0.0341,0.317
1256,1256,-14.298,0,0.0372,0.747
1257,1257,-7.818,0,0.0377,0.641
1258,1258,-5.705,0,0.0544,0.321
1259,1259,-10.975,0,0.07,0.523
1260,1260,-8.986,2.25E-06,0.0331,0.315
1261,1261,-10.719,0.00124,0.0426,0.321
1262,1262,-12.314,2.69E-05,0.0556,0.358
1263,1263,-4.377,0,0.108,0.194
1264,1264,-9.294,0,0.151,0.454
1265,1265,-9.308,0,0.0887,0.284
1266,1266,-6.809,7.99E-06,0.0248,0.0784
1267,1267,-6.205,0,0.0386,0.0183
1268,1268,-7.315,0,0.0267,0.0465
1269,1269,-12.605,1.35E-05,0.028,0.0775
1270,1270,-6.157,3.60E-05,0.0265,0.00515
1271,1271,-10.185,1.33E-05,0.0322,0.536
1272,1272,-6.344,2.92E-05,0.0341,0.000299
1273,1273,-7.011,0,0.0262,0.516
1274,1274,-18.466,0,0.0272,0.0766
1275,1275,-4.324,0,0.0253,0.472
1276,1276,-4.491,1.57E-05,0.0345,0.00993
1277,1277,-14.014,2.45E-06,0.0351,0.912
1278,1278,-16.768,0,0.0332,0.919
1279,1279,-16.093,0,0.0571,0.882
1280,1280,-13.967,0,0.0306,0.9
1281,1281,-12.322,0,0.0425,0.854
1282,1282,-20.047,0.0575,0.0339,0.939
1283,1283,-12.204,0,0.0352,0.88
1284,1284,-16.651,0,0.0323,0.776
1285,1285,-10.476,0,0.0366,0.822
1286,1286,-13.6,0,0.0309,0.782
1287,1287,-6.098,6.13E-05,0.0506,0.0569
1288,1288,-4.81,0.000358,0.0397,0.0261
1289,1289,-6.328,0.00112,0.139,0.0476
1290,1290,-5.113,3.29E-06,0.0353,0.147
1291,1291,-6.448,0.00717,0.223,0.0269
1292,1292,-7.668,1.22E-05,0.0342,0.245
1293,1293,-6.222,0.000289,0.097,0.0778
1294,1294,-4.565,0.00265,0.0602,0.0653
1295,1295,-7.457,0.000346,0.0304,0.0588
1296,1296,-4.489,2.07E-05,0.044,0.0916
1297,1297,-7.818,0,0.0377,0.641
1298,1298,-3.756,0,0.0476,0.00414
1299,1299,-4.07,1.69E-05,0.226,0.00431
1300,1300,-4.048,0,0.0562,0.0452
1301,1301,-7.501,9.75E-05,0.0289,0.574
1302,1302,-2.955,0,0.0658,0.0344
1303,1303,-5.235,0,0.103,0.502
1304,1304,-10.436,0,0.323,0.43
1305,1305,-6.158,2.28E-05,0.0275,0.406
1306,1306,-6.475,0,0.305,0.589
1307,1307,-5.194,0.000478,0.0496,0.105
1308,1308,-7.818,0,0.0377,0.641
1309,1309,-6.346,0.00127,0.0792,0.0848
1310,1310,-5.529,9.14E-06,0.233,0.0472
1311,1311,-5.454,3.77E-06,0.226,0.00736
1312,1312,-4.81,0.000122,0.0549,0.135
1313,1313,-5.115,3.54E-06,0.0707,0.00305
1314,1314,-5.236,2.88E-06,0.067,0.0159
1315,1315,-7.93,0,0.151,0.273
1316,1316,-5.096,0,0.12,0.0218
1317,1317,-8.39,0,0.291,0.341
1318,1318,-6.269,2.41E-06,0.211,0.0733
1319,1319,-6.924,0.000493,0.0709,0.00402
1320,1320,-7.298,0,0.148,0.0492
1321,1321,-7.907,0,0.236,0.213
1322,1322,-7.667,4.48E-05,0.264,0.276
1323,1323,-7.649,2.82E-06,0.113,0.184
1324,1324,-9.472,0,0.148,0.0514
1325,1325,-8.353,0.00341,0.0752,0.096
1326,1326,-4.675,4.16E-05,0.0714,0.485
1327,1327,-23.269,0.917,0.0354,0.944
1328,1328,-28.208,0.972,0.0381,0.982
1329,1329,-25.262,0.906,0.0548,0.994
1330,1330,-13.764,0.896,0.0351,0.987
1331,1331,-20.874,0.913,0.0385,0.982
1332,1332,-23.487,0.795,0.0407,0.961
1333,1333,-18.839,0.893,0.0463,0.948
1334,1334,-17.316,0.92,0.0368,0.944
1335,1335,-21.389,0.498,0.0425,0.969
1336,1336,-25.191,0.898,0.0409,0.991
1337,1337,-7.343,0,0.0567,0.689
1338,1338,-8.157,9.54E-06,0.0342,0.0374
1339,1339,-15.949,0,0.0345,0.609
1340,1340,-13.785,0.00167,0.0378,0.63
1341,1341,-12.083,0,0.04,0.673
1342,1342,-11.757,0,0.0664,0.7
1343,1343,-20.132,0,0.0482,0.799
1344,1344,-9.307,0.000115,0.0261,0.0621
1345,1345,-13.787,0,0.0267,0.478
1346,1346,-11.17,0,0.0258,0.376
1347,1347,-8.074,0.000164,0.14,0.227
1348,1348,-6.49,1.80E-06,0.0478,0.0616
1349,1349,-4.753,0,0.12,0.206
1350,1350,-6.161,0,0.0305,0.0421
1351,1351,-6.822,0,0.108,0.00689
1352,1352,-7.097,0,0.0387,0.0255
1353,1353,-9.74,0,0.317,0.0847
1354,1354,-6.47,0,0.0429,0.0485
1355,1355,-7.824,0,0.188,0.0732
1356,1356,-3.916,0,0.0275,0.00935
1357,1357,-32.452,0.936,0.047,0.984
1358,1358,-30.928,0.881,0.0509,0.992
1359,1359,-27.528,0.897,0.0419,0.992
1360,1360,-24.698,0.913,0.041,0.99
1361,1361,-25.933,0.866,0.0475,0.991
1362,1362,-31.047,0.945,0.12,0.991
1363,1363,-32.97,0.869,0.0516,0.995
1364,1364,-31.768,0.85,0.04,0.983
1365,1365,-30.904,0.952,0.0362,0.991
1366,1366,-30.88,0.953,0.041,0.993
1367,1367,-7.818,0,0.0377,0.641
1368,1368,-6.725,0.000626,0.0244,0.173
1369,1369,-7.608,0.0166,0.0413,0.221
1370,1370,-3.823,7.31E-05,0.0306,0.0694
1371,1371,-7.926,0,0.0317,0.132
1372,1372,-5.075,2.82E-06,0.0303,0.21
1373,1373,-12.501,0.00191,0.0288,0.238
1374,1374,-4.979,0.00381,0.0286,0.458
1375,1375,-7.219,0.00217,0.029,0.125
1376,1376,-4.472,0.000203,0.0302,0.429
1377,1377,-11.729,5.33E-06,0.0312,0.732
1378,1378,-9.883,0,0.0327,0.314
1379,1379,-9.149,0,0.0362,0.753
1380,1380,-9.072,0.00046,0.0291,0.36
1381,1381,-5.254,0,0.0303,0.451
1382,1382,-5.087,5.24E-06,0.0384,0.0247
1383,1383,-10.005,0.0223,0.0287,0.35
1384,1384,-5.424,0,0.0434,0.154
1385,1385,-9.999,2.46E-05,0.0308,0.643
1386,1386,-11.208,3.43E-06,0.0324,0.601
1387,1387,-5.079,0.000252,0.0472,0.0245
1388,1388,-4.179,0,0.034,0.028
1389,1389,-4.154,0,0.0474,0.0337
1390,1390,-3.405,0.000914,0.0841,0.129
1391,1391,-4.124,0,0.0619,0.0305
1392,1392,-4.846,1.03E-05,0.041,0.219
1393,1393,-6.865,0,0.033,0.0169
1394,1394,-4.612,0,0.0473,0.269
1395,1395,-2.528,0.000347,0.0438,0.00235
1396,1396,-4.254,0,0.0375,0.00437
1397,1397,-7.432,1.54E-06,0.0323,0.741
1398,1398,-8.086,7.37E-05,0.0294,0.554
1399,1399,-6.396,0,0.0877,0.609
1400,1400,-12.731,0,0.0751,0.937
1401,1401,-10.756,0.000942,0.0269,0.65
1402,1402,-7.349,0,0.0363,0.488
1403,1403,-5.827,7.81E-05,0.0332,0.891
1404,1404,-9.174,0,0.0396,0.517
1405,1405,-3.558,4.45E-06,0.0308,0.701
1406,1406,-8.141,1.30E-06,0.0304,0.764
1407,1407,-16.485,0.353,0.0381,0.673
1408,1408,-15.499,1.48E-06,0.0276,0.813
1409,1409,-9.194,0.000326,0.0379,0.869
1410,1410,-13.633,0,0.0579,0.835
1411,1411,-13.668,0,0.0717,0.808
1412,1412,-15.142,0,0.0385,0.749
1413,1413,-12.009,9.58E-05,0.0448,0.984
1414,1414,-11.622,0,0.0796,0.617
1415,1415,-14.261,4.82E-05,0.0328,0.885
1416,1416,-15.167,8.44E-05,0.0336,0.707
1417,1417,-5.525,0.000124,0.0364,0.499
1418,1418,-16.357,2.05E-06,0.0397,0.425
1419,1419,-10.364,4.65E-05,0.0353,0.699
1420,1420,-7.861,0,0.0533,0.563
1421,1421,-10.226,3.71E-06,0.0281,0.443
1422,1422,-15.182,0.00684,0.044,0.851
1423,1423,-11.326,0,0.0622,0.241
1424,1424,-9.243,0.00134,0.032,0.831
1425,1425,-17.393,0.000242,0.0745,0.00654
1426,1426,-5.503,8.13E-05,0.373,0.47
1427,1427,-8.636,1.87E-06,0.109,0.0642
1428,1428,-7.521,3.17E-06,0.0276,0.234
1429,1429,-8.402,0.000144,0.0352,0.334
1430,1430,-9.483,3.94E-05,0.0332,0.755
1431,1431,-12.312,0.000183,0.0722,0.578
1432,1432,-5.294,1.16E-05,0.171,0.45
1433,1433,-8.022,0.0014,0.111,0.732
1434,1434,-6.875,0,0.0753,0.319
1435,1435,-11.958,0.0021,0.0312,0.78
1436,1436,-4.13,0.00784,0.0461,0.158
1437,1437,-15.549,0.0146,0.107,0.589
1438,1438,-13.94,5.92E-06,0.0863,0.349
1439,1439,-8.594,0.00202,0.0246,0.826
1440,1440,-7.514,0.000436,0.0376,0.635
1441,1441,-10.641,0.000528,0.0465,0.306
1442,1442,-8.946,1.08E-06,0.0285,0.645
1443,1443,-12.164,0.000154,0.0396,0.277
1444,1444,-11.134,0.000502,0.0362,0.519
1445,1445,-13.684,0.000442,0.0495,0.492
1446,1446,-10.211,5.92E-05,0.0463,0.266
1447,1447,-8.177,0,0.0341,0.487
1448,1448,-6.249,1.23E-06,0.0516,0.722
1449,1449,-4.543,0,0.0379,0.197
1450,1450,-5.577,0,0.0283,0.74
1451,1451,-6.62,4.92E-06,0.0339,0.301
1452,1452,-4.372,2.13E-05,0.0446,0.744
1453,1453,-6.66,1.45E-05,0.0401,0.807
1454,1454,-5.931,0.000102,0.0274,0.267
1455,1455,-8.143,0.000126,0.0292,0.395
1456,1456,-7.068,1.53E-05,0.0412,0.704
1457,1457,-8.237,0,0.0466,0.585
1458,1458,-6.393,0.000486,0.0411,0.391
1459,1459,-3.057,0.000304,0.051,0.12
1460,1460,-5.005,0,0.0416,0.633
1461,1461,-8.411,0,0.0289,0.399
1462,1462,-4.635,0.00271,0.0387,0.329
1463,1463,-5.924,2.62E-05,0.0549,0.431
1464,1464,-3.93,0,0.0915,0.0188
1465,1465,-8.184,0.000308,0.0428,0.598
1466,1466,-6.059,0.000691,0.0402,0.463
1467,1467,-6.278,2.41E-06,0.024,0.0454
1468,1468,-4.838,0,0.0313,0.203
1469,1469,-4.811,0,0.0322,0.47
1470,1470,-3.437,0,0.0852,0.0172
1471,1471,-3.747,0,0.14,0.263
1472,1472,-2.784,0,0.0316,0.0084
1473,1473,-6.498,0,0.047,0.0122
1474,1474,-5.884,0,0.0588,0.385
1475,1475,-6.253,1.54E-05,0.0339,0.0556
1476,1476,-7.61,8.12E-06,0.0334,0.0296
1477,1477,-7.568,0.0483,0.11,0.731
1478,1478,-7.525,1.26E-05,0.0364,0.295
1479,1479,-9.815,5.82E-05,0.0373,0.00536
1480,1480,-6.32,5.17E-05,0.0314,0.687
1481,1481,-13.101,9.79E-06,0.164,0.0303
1482,1482,-7.274,0.00272,0.0762,0.725
1483,1483,-3.18,1.72E-05,0.0554,0.134
1484,1484,-6.057,0.00279,0.0442,0.0169
1485,1485,-5.23,0,0.044,0.438
1486,1486,-5.377,0,0.0292,0.463
1487,1487,-13.184,0,0.0309,0.642
1488,1488,-9.327,0.0001,0.056,0.522
1489,1489,-10.778,0,0.0434,0.789
1490,1490,-7.967,0,0.0571,0.656
1491,1491,-5.793,0,0.0561,0.54
1492,1492,-10.146,0,0.0302,0.725
1493,1493,-9.238,1.93E-06,0.0706,0.768
1494,1494,-9.486,0.00222,0.0504,0.136
1495,1495,-1.266,0.00254,0.0955,0.289
1496,1496,-8.537,0.001,0.0419,0.366
1497,1497,-4.601,0.00909,0.0705,0.0318
1498,1498,-5.188,0.00401,0.0669,0.0286
1499,1499,-5.671,0.00141,0.059,0.000739
1500,1500,-6.839,0.107,0.0558,0.088
1501,1501,-4.657,0.000148,0.0908,0.0263
1502,1502,-6.215,0.338,0.0355,0.0346
1503,1503,-5.004,0.000275,0.0508,0.00754
1504,1504,-5.373,3.56E-05,0.0321,0.00562
1505,1505,-5.399,0.021,0.0456,0.0337
1506,1506,-4.829,0.000121,0.0772,0.147
